あぁ！
i☆Ris
"i☆Ris、井上あずみ、Wake Up, Girls!、内田真礼、串田アキラ、GRANRODEO、ささきいさお、下野紘、JAM Project、鈴木このみ、鈴村健一、竹達彩奈、茅原実里、TRUE、豊永利行、中川翔子、羽多野渉、堀江美都子、Minami、水木一郎、三森すずこ、May'n、米倉千尋"
i☆Ris・angela・井口裕香・今井麻美・内田彩・内田真礼・小野賢章・GRANRODEO・黒崎真音・昆夏美・ZAQ・鈴木このみ・TRUSTRICK・Pile・春奈るな・ミルキィホームズ・ゆいかおり
I-1 Club
I-1club
I-1club Team M
I-1club Team S
ICE
ICE BAHN・YOUTH
ICE BOX
ICE BOX BABY
Iceman
i-chips
ICONIQ
ICONIQ×EXILE ATSUSHI
ICTラブリ〜ず!!
i-dep feat.Cana
i-dep feat.スネオヘアー
i-dep feat.鷹の爪団 with デラックスファイター
i-dep feat.土岐麻子
i-dep feat.藤岡みなみ(PANDA 1/2)
i-dep feat.牧野竜太郎＆鷹の爪団
iDOL Street All Members
iDOL Street(SUPER☆GiRLS/Cheeky Parade/ストリート生)
IDOLiSH7
IDOLiSH7 feat.TRIGGER
IHL
iKON
ILoVU
I-PAN DREAD with 大磯ROCKERS
IRF
Iris
Island
ISLAND BAG
IU
IVORY7 CHORD
IVVY?new
Ivy to Fraudulent Game
IZ*ONE?new
IZ4648
our hour
Our Love to Stay
out of service
OUTER-TRIBE
OUTLAW
OUTRAGE
R.C.T.
R-15ラヴ
R9
RCサクセション
RD
R'N'R (Rei+NAOKI+ROY)
R-ORANGE
RSP
RSP feat.まあや
RSP with DA BUBBLE GUM BROTHERS
RxRxHx
R指定
THE ALFEE
the ARROWS
The Idol Formerly Known As LADYBABY
THE IDOLM@STER CINDERELLA GIRLS for BEST5!
THE IDOLM@STER CINDERELLA GIRLS!!
The Ivory Brothers
U-16選抜2018(AKB48)
U-17選抜(AKB48)
U-19選抜(AKB48)
U-19選抜2018(AKB48)
ULTIMATE LAZY for MAZINGER
umbrella?new
un:c
unBORDE all stars
UNCHAIN
UNCHAIN with BRADIO
UNCHAIN with カナタタケヒロ from LEGO BIG MORL
UNCHAIN with 鬼束ちひろ
UNCHAIN with 彩姫 from BAND-MAID
UNCHAIN with 蒼山幸子 from ねごと
UNCHAIN with 大石昌良
Uncle Bomb
UNDEAD
UNDER THE COUNTER
UNDER17
Unknown Number!!!
Unlimited tone
UNLIMITS
un-sight colours
UN'z
Up-and-coming girls(AKB48)
UP-BEAT
URCHIN FARM
ЯК S feat.Risa
あー
アーキテクト(山村響)
アーキテクト(山村響)、迅雷(樺山ミナミ)
アーサー -技巧の場-(佐藤利奈)
アーシア・アルジェント(浅倉杏美)
アーシア・アルジェント(浅倉杏美)＆塔城小猫(竹達彩奈)
アース・スタードリーム
アースシェイカー
アーチャー(諏訪部順一)
アート(神谷浩史)
アーニャ(下田麻美)・ジェシカ(花澤香菜)・ルッカ(大亀あすか)
アーネリア(内山夕実)
アーバンギャルド
アーマーガールズ
アーマーシンカーズ
アーモンドクラッシュ(SCANDAL)
あーるP 【初音ミクAppend Dark】
あい
アイ＄コン[初音ミク]
あい＆もも香
あい＆優
アイ(いのくちゆか)・如月竜司(下野紘)
アイ・ジョージ
アイ・ジョージ＆志摩ちなみ
アイアンフリル
アイアンメイシン(COWCOW)
あいうらぶ
あいざき進也
アイザック(高城元気)
アイシア(宮崎羽衣)
アイスランド(浅倉歩)
アイソル・ナザド(梅原裕一郎)、シェルシュ(福島亜美)
アイちゃん(今井由香)
アイドリング!!!
アイドル・フォー
アイドルカレッジ
アイドルネッサンス
アイドル夢工場
アイドル妖怪カワユシ
アイナ・ジ・エンド(BiSH)
"アイナ・ジ・エンド, セントチヒロ・チッチ, リンリン(BiSH) & キャン・マイカ, ユイ・ガ・ドクソン, テラシマユウカ(GANG PARADE)"
あいね from BEST FRIENDS!?new
あいね・みお from BEST FRIENDS!
あいね・みお・舞花・エマ from BEST FRIENDS!
アイネス(水橋かおり)
あいのぼり
アイマリン(内田彩)
あいみょん
アイリーン
アイリス
アイリス
アイリス(岡本信彦)
アイリス(西原久美子)
アイリス(西原久美子)＆レニ・ミルヒシュトラーセ(伊倉一恵)
アイリス(西原久美子)＆桐島カンナ(田中真弓)
アイロウ＆タカ
アイロンヘッド
アイン(高垣彩陽)
アインズ(日野聡)、カズマ(福島潤)、スバル(小林裕介)、ターニャ(悠木碧)?new
あい華
アイ高野
あう
アヴィ(鈴村健一)&キエル(宮崎遊)
アウト・キャスト
アウル・ニーダ(森田成一)
あえ
あえか
あお
あおい(井口裕香)
あおい(井口裕香)、ひなた(阿澄佳奈)
あおい(井口裕香)、ひなた(阿澄佳奈)、かえで(日笠陽子)、ここな(小倉唯)
あおい12さい
あおい輝彦
あおい輝彦・伊吹吾朗
あおい輝彦・佐藤公彦
あか
アカシック?new
あがた森魚
あがた森魚＆はちみつぱい
アカツキ
アカツキ・ユキナ(大谷育江)
あかね(中原麻衣)
あかはる
あかり(高森奈津美)・ミリア(竹達彩奈)・沙羅(片岡あづさ)
あか組4
あき
アキシブproject
アキシブproject、カプ式会社ハイパーモチベーション、絶対直球女子！プレイボールズ、FES☆TIVE、愛乙女☆DOLL
アキストゼニコ！
アキダス
アキタノブオ
アキとナオズミ
アキノ(松嵜麗)、ミフユ(田所あずさ)、ユカリ(今井麻美)、タマキ(沼倉愛美)
あきよしふみえ
あきよしふみえ＆ポケモンKids2008
アギラ(飯田里穂)
アギラ(飯田里穂)・キングジョー(三森すずこ)・ガッツ星人(松田利冴)
あぎり(高部あい)
あく
アクア(雨宮天)
アクア(雨宮天)、めぐみん(高橋李依)、ダクネス(茅野愛衣)
アクアリウス
アクション仮面 with 祐天寺少年少女合唱団
アクセラレータ(岡本信彦)
アグニ(安元洋貴)
アグネス・チャン
アグネス・ラム
アクメ?先行
アグモン(坂本千夏)
アグモン(松野太紀)
アクラム(置鮎龍太郎)
あけ
あげいん×Rim(mono palette.)
アゲマキ・ワコ(早見沙織)
あこ
アゴアニキ feat.実谷なな
あこりこ(竹達彩奈＆巽悠衣子)
あさ
アサ・ツジ
アサギ/南ことり(内田彩)
アサギ・トシカズ(浅沼晋太郎)
あさくさハッピー連
アサヒ(Little Glee Monster)
アサヒ・manaka(Little Glee Monster)
あさまっく
あさまる
あざみ(白石涼子)
あさみちゆき
あさみちゆき＆網倉一也
あざ丸(木野双葉)、謙信兼光(朝井彩加)、児手柏包永withぽこ太・ぽこ助・ぽこ美(田中あいみ)
あし
アシガルユース
あじさい
あじしのり子
あじみ(上田麗奈)
アシモフが手品師
あす
アスカJr.(岡野浩介)
アスカロン(戸田めぐみ)、フォルカス(清都ありさ)、ムラマサ(内田愛美)
アスクール＆ク・フィーユ＆ディア(内田彩＆合田彩＆高橋夢波)
アスクール＆ク・フィーユ(内田彩＆合田彩)
アスクール(内田彩)
アスタロッテ・ユグヴァール(釘宮理恵)
アストレア(福原香織)
アスナ(戸松遥)
アズラエル(安元洋貴)
アスラン＝ベルゼビュートII世(古川慎)
あせ
アセイラム・ヴァース・アリューシア starring 雨宮天
アセム・アスノ(江口拓也)
あそ
あそうにゃつこ＆ニャダイン
アソブンジャー
あた
アダムス
アダモ
あち
あつ
あつ
アツキヨ
あっくん
あつこ＆かおり?new
アツコ(小野涼子)
あっこゴリラ
アツコとイチロー
あっち⇔こっち
アップアップガールズ(2)
アップアップガールズ(仮)?new
アップカミングガールズ(AKB48)
アップダウン
アツミサオリ
あて
アテナ＆ロビケロッツ
アテナ(上坂すみれ)
アテナ(辻希美)
あてな☆(豊口めぐみ・釘宮理恵・能登麻美子)
アテンション・プリーズ
あと
アド
あとさとみ
あな
アナ・コッポラ(能登麻美子)
アナーキー
アナサー男子3人衆
アナスタシア(上坂すみれ)
アナスタシア(上坂すみれ)、五十嵐響子(種崎敦美)、依田芳乃(高田憂希)
アナスタシア(上坂すみれ)、佐々木千枝(今井麻夏)、速水奏(飯田友子)、北条加蓮(渕上舞)、新田美波(洲崎綾)
アナスタシア(上坂すみれ)、緒方智絵里(大空直美)、神谷奈緒(松井恵理子)、川島瑞樹(東山奈央)、輿水幸子(竹達彩奈)、小早川紗枝(立花理香)、佐久間まゆ(牧野由依)、白坂小梅(桜咲千依)、高森藍子(金子有希)、十時愛梨(原田ひとみ)、日野茜(赤崎千夏)、北条加蓮(渕上舞)、星輝子(松田颯水)、堀裕子(鈴木絵理)、三村かな子(大坪由佳)
アナスタシア(上坂すみれ)、神谷奈緒(松井恵理子)、中野有香(下地紫野)、前川みく(高森奈津美) 、星輝子(松田颯水)
アナスタシア(上坂すみれ)×神崎蘭子(内田真礼)
アナム＆マキ
あに
アニーポンプ
アニーポンプ feat. GooF from SOFFet
アニェーゼ＝サンクティス(釘宮理恵)
アニエス(水橋かおり)
アニサマフレンズ
アニメタル
アニメタルUSA×影山ヒロノブ
アニヨコーズ：あみ(江里夏)・くーちゃん(福原香織)・イヨ(宍戸留美)
あぬ
あぬえぬえ∞ぶれいん
アヌビス・マアト(梶裕貴)
あね
アネム・ズズ・ジャコビ
アネモネ
あの
あのねのね
アノン(福山潤)
あは
あひ
あびる優
あふ
アフタヌーン娘。
あぶらだこ
アブリル・ブラッドリー(下屋則子)
アフロマニア
あへ
あべにゅうぷろじぇくと feat.佐倉紗織＆白沢理恵
あべりょう
アベル＆イヴァン
あべ尚乙美
あべ静江
あほ
アポジー＆ペリジー
アホナスターズ with BEGIN
アポロン(入野自由)・ハデス(小野大輔)・月人(上村祐翔)・尊(豊永利行)・バルドル(神谷浩史)・ロキ(細谷佳正)
アポロン・アガナ・ベレア(入野自由)
アポロン・アガナ・ベレア(入野自由)＆ハデス・アイドネウス(小野大輔)
あま
あまくち姫(HKT48)
アマテラスオオミカミ(尾崎由香)
あまね＋ビートまりお
あま津うに?new
あみ
あみ(江里夏)
あみ(江里夏) with イヨ(宍戸留美)・ケンタ(永澤菜教)・イッサ(佐藤ゆうこ)
あみ(江里夏)・くーちゃん(福原香織)
アミ(七瀬亜深)
アミーゴビースト?new
アミィ結月(今野鮎莉)
アミル(伊藤かな恵)・ネリス(相沢舞)・エアリィ(三上枝織)
あみん
アミンチュ親父
あむ
あめ
アメノウズメ(佐々木未来)
アメノサグメ(千菅春香)
アメリー・プランシャール(矢作紗友里)
アメリカ(小西克幸)
アメ横女学園芸能コース
あも
アモウミコ
あや
アヤカ・ウィルソン
アヤネ(芹澤優)、クルミ(植田佳奈)
あやね(千葉紗子)
アヤパン
あやまんJAPAN
あやめ＆まいん
アヤメ(吉岡茉祐)
あやめちゃん
あやめとあゆ
あやめと優里花 from 乙女新党
あややム with エコハムず
あゆ
あゆ＆ナオト
あゆちゃん
アユミ
あゆみくりかまき?先行
あら
アライグマ
アライグマとフェネック
アライグマとフェネック with サーバル
あらい玉英
あらき
あらき淳一
あらし(白石涼子)・カヤ(名塚佳織)・やよゐ(野中藍)・加奈子(堀江由衣)
アラジン
アラジン(石原夏織)
アラジン(羞恥心＋Pabo)
あらら(倉田雅世)
あり
アリ・パシャ(小野友樹)
アリア(下田麻美)
アリア(山崎エリイ)
アリア(豊口めぐみ)
アリアナ・グランデ＆ジョン・レジェンド
アリーザ(高森奈津美)、ジェシカ(瀬戸麻沙美)
アリーサ・ガンヘイル(小清水亜美)
アリエP 【初音ミク】
アリエス
アリエラ・ルー(徳井青空)
アリカ(菊地美香)＆ニナ(小清水亜美)
アリカ(菊地美香)＆ニナ(小清水亜美)＆マシロ(ゆかな)＆舞衣(中原麻衣)＆ナツキ(千葉紗子)＆ミコト(清水愛)
アリサ＆ベル＆ミ・ヌゥルーズ(相沢舞＆堀川千華＆白石稔)
アリサ＆ベル(相沢舞＆堀川千華)
アリサ・バニングス(釘宮理恵)
アリサワ
アリシア from BEST FRIENDS!?new
アリス
アリス＆帽子屋
アリス(茅野愛衣)、キリト(松岡禎丞)?new
アリス(小倉唯)
アリス＋Super Song Band
アリス・カータレット(田中真奈美)
アリス・カータレット(田中真奈美)＆九条カレン(東山奈央)
アリスインアリス
アリスインアリス＆フレンズ
アリスティア(徳留慎乃佑)
アリス九號.
アリス十番
アリス十番×スチームガールズ
アリス十番×スチームガールズ＠仮面女子
アリソン・スノウ(Jenny Shima)
アリツカゲラ?new
アリッサ(宮村優子)
アリババ＆シェヘラザード
アリババ(梶裕貴)
ありましの
ありましの with MayTree
アリル
アリレム・タイツォン
ありんくりんクリス?new
ある
アルカラ
アルカライダー
アルストロメリア
アルスマグナ
アルセーヌ(明坂聡美)
アルセーヌ/アンリエット・ミステール(明坂聡美)
アルセーヌ・ルパン(前野智昭)
アルタイル・トルテ
アルティナ(井上麻里奈)
アルティナ(井上麻里奈)・エルミナ(早見沙織)・ミスティ(田村ゆかり)・トウカ(堀江由衣)・ローゼリンデ(桑島法子)
アルティメット・ライバルズ
アルデバラン(杉田智和)×otetsu
アルバ(下野紘)
アルパカ・スリ?new
アルバロ・ガレイ(鈴村健一)
アルファ
アルファ＆DJ TASAKA
アルファ＆スチャダラパー
アルフォンス・エルリック(釘宮理恵)
アルフレート(鳥海浩輔)
アルベド(原由実)、アクア(雨宮天)、エミリア(高橋李依)、ターニャ(悠木碧)?new
アルベルト城間(ディアマンテス)
アルマカミニイト
アルマジモン(浦和めぐみ)
アルマス(鷲見友美ジェナ)?new
アルミン・アルレルト(井上麻里奈)
アルム(T-ARA)
アルメリア
あれ
アレーヌ・コロムビアゆりかご会
アレキサンドリア・ミート(吉田小南美)
アレクサンドラ・I・ポクルイーシキン(原由実)
アレクサンドラ・I・ポクルイーシキン(原由実)、エディータ・ロスマン(五十嵐裕美)、グンドュラ・ラル(佐藤利奈)
アレクサンドラ・I・ポクルイーシキン(原由実)、サーニャ・V・リトヴャク(門脇舞以)
アレクサンドル(平野良)
アレッシア・カーラ
アレッシオ・ユリアーノ(成田剣)
あろ
アローナイツ
アローナイツ・篠路佳子
アローン(下野紘)×buzzG
アロハ・ブラザース
アロハ☆スターズ
アロマゲドン
あわ
あわやりんご
あを
アヲイ
あん
アン(阿澄佳奈)
アン(阿澄佳奈)・ヒナ(茅原実里)・アイネス(水橋かおり)・レーネ(中島愛)
アン・サリー
アン・サリー、高木正勝
アン・サリー＋Hands of Creation
アン・サリー＋細野晴臣
アン・ルイス
あんこうチーム：西住みほ(渕上舞)・武部沙織(茅野愛衣)・五十鈴華(尾崎真実)・秋山優花里(中上育実)・冷泉麻子(井口裕香)
アンコニュ
アンサンブル・コノハ
アンサンブル・ポッカ
アンジー
アンジェ(今村彩夏)
アンジェ(今村彩夏)/プリンセス(関根明良)/ドロシー(大地葉)/ベアトリス(影山灯)/ちせ(古木のぞみ)
アンジェラ・アキ
アンジェラ・ジョンソン(小見川千明)
アンジェリーナ・菜夏・シーウェル(壱智村小真)
アンジェリカ
アンシエント
アンジャッシュ
アンジュ(水樹奈々)
アンジュルム
あんしんパパ
アンズ(村川梨衣)
アンダーガールズ ばら組(AKB48)
アンダーガールズ ゆり組(AKB48)
アンダーガールズ(AKB48)
アンダーガールズ(NMB48)
アンダーガールズA(SDN48)
アンダーガールズB(SDN48)
アンダーガールズチームG(SDN48)
アンダーグラフ
アンダーグラフ×SoulJa
アンダーグラフ×坂本美雨
アンタッチャブル
アンチ(鈴村健一)
アンチョビ(吉岡麻耶)
アンディ
アンディ・ヒノミヤ starring 諏訪部順一
アンティーカ?new
アンティック-珈琲店-
アンティック-珈琲店-　みく
アンテナ
アンド
アンドーズ
アンドクレイジー
アントニオ古賀
アントニオ古賀＆メイリー・ムー
アンドリュー・ネルソン
アンドリュー・ロイド・ウェバー feat. 平原綾香
アンドレ・カンドレ
アンドレア(中川大志)・シン(劇団ひとり)・ネプ(パパイヤ鈴木)・ジュリア(渡辺直美)・シンニー(ローラ)
アンナ(高野麻美)、ナナカ(佳村はるか)?new
アンナ・ハート(渡辺明乃)
アンヌ(中島愛)
アンパンマン(戸田恵子)
アンパンマン(戸田恵子)・しょくぱんまん(島本須美)・カレーパンマン(柳沢三千代)
アンパンマンとなかまたち
あんべ光俊
あんべ光俊 feat. 臼澤みさき
あんみつ姫
アンモフライト
アン真理子
亜紀ひとみ
亜久津仁(佐々木望)
亜沙
亜沙 feat.重音テト
亜咲花
亜豆美保(早見沙織)
亜波根綾乃
亜美
亜無亜危異
亜木寛子
亜蘭知子
阿井莉沙
阿久津健太郎
阿月夕子
阿佐ヶ谷ロマンティクス
阿佐ヶ谷姉妹
阿修悠太(花江夏樹)
阿川泰子
阿知賀女子学院麻雀部
阿波根うみこ(森永千才)
阿部義晴
阿部恵美子＆杉並児童合唱団
阿部三登里
阿部真央
阿部乃みく
阿部芙蓉美
阿呆鳥
阿万音鈴羽(田村ゆかり)
阿良々木火憐(喜多村英梨)
阿良々木月火(井口裕香)
哀川翔
愛たまみ
愛はズボーン
愛音
愛河里花子
愛華みれ
愛崎えみる(田村奈央)、ルールー・アムール(田村ゆかり)
愛城華恋(小山百代)、神楽ひかり(三森すずこ)
愛城華恋(小山百代)、神楽ひかり(三森すずこ)、天堂真矢(富田麻帆)、西條クロディーヌ(相羽あいな)
愛城華恋(小山百代)、星見純那(佐藤日向)、露崎まひる(岩田陽葵)、石動双葉(生田輝)、花柳香子(伊藤彩沙)、大場なな(小泉萌香)、西條クロディーヌ(相羽あいな)、天堂真矢(富田麻帆)
愛城華恋(小山百代)、天堂真矢(富田麻帆)
愛川ひまり
愛川まみ
愛川欽也
愛染健十(加藤和樹)
愛染国俊(山下誠一郎)、蛍丸(井口祐一)、明石国行(浅利遼太)
愛沢咲夜 starring 植田佳奈
愛知トヨタ選抜(SKE48)
愛知県民謡
愛追I隊
愛田健二
愛田人生
愛田人生・立樹みか
愛奴
愛宕(東山奈央)
愛島セシル(鳥海浩輔)
愛島セシル(鳥海浩輔)＆天草シオン(山下大輝)
愛童星夜(KENN)
愛内里菜
愛内里菜＆三枝夕夏
愛乃めぐみ(中島愛)＆つむぎ(堀江由衣)
愛乃めぐみ(中島愛)＆大森ゆうこ(北川里奈)＆相楽誠司(金本涼輔)
愛美
愛本健二
愛本健二・美貴じゅん子
愛名
愛野美奈子(伊藤静)
愛来(ガチンコ3)
愛来、葉月智子、華山志歩(3B junior)
逢坂大河(釘宮理恵)
逢坂大河(釘宮理恵)・櫛枝実乃梨(堀江由衣)・川嶋亜美(喜多村英梨)
逢川まさき
逢川葵
逢川千歌音(桜咲百愛)
逢沢夏海(寿美菜子)
逢沢夏海(寿美菜子)・花木優香(戸松遥)・環凛子(豊崎愛生)
逢沢夏海(寿美菜子)・水越紗季(高垣彩陽)
逢沢夏海(寿美菜子)・水越紗季(高垣彩陽)・花木優香(戸松遥)・環凛子(豊崎愛生)
逢田梨香子?new
葵
葵＆涼平 incl.アヤビエメガマソ
葵・喜美(斎藤千和)
葵-168-
葵かを里
葵と楓
葵ひなた(斉藤壮馬)
葵ゆうた(斉藤壮馬)
葵海 starring miwa
葵剣太郎(豊永利行)
葵司朗
葵双葉(松本梨香)
茜ちよみ
茜屋日海夏(i☆Ris)
茜太郎
茜沢ユメル
茜美代子
悪の軍団マジムン
悪羅王(諏訪部順一)
握野英雄(熊谷健太郎)
渥美晃
渥美清
渥美二郎
渥美二郎・はやせひとみ
渥美二郎・内海美幸
葦原ユノ starring yu-yu
芦屋花繪(梶裕貴)
芦屋花繪(梶裕貴)・安倍晴齋(前野智昭)
芦屋雁之助
芦屋雁之助・高田美和
芦屋雁之助・藤野とし恵
芦屋雁之助・白鳥みづえ
芦川よしみ・矢崎滋
芦沢和則
芦田愛菜
芦部真梨子
梓みちよ
梓文音
梓夕子
梓夕子＆宮下健治
飴村乱数(白井悠介)
絢香
絢香＆KREVA
絢香＆三浦大知
絢香×コブクロ
絢瀬絵里(南條愛乃)
絢瀬絵里(南條愛乃)＆東條希(楠田亜衣奈)
絢瀬絵里(南條愛乃)・東條希(楠田亜衣奈)・矢澤にこ(徳井青空)
絢辻詞(名塚佳織)
絢辻詞(名塚佳織)・桜井梨穂子(新谷良子)・棚町薫(佐藤利奈)・中多紗江(今野宏美)・七咲逢(ゆかな)・森島はるか(伊藤静)
綾月芽衣(諸星すみれ)
綾戸智恵
綾崎ハーマイオニー starring 白石涼子
綾崎ハヤテ starring 白石涼子
綾崎ハヤテ＆三千院ナギ＆マリア
綾小路きみまろ
綾小路きみまろ featuring マリア
綾小路シェリエル/東條希(楠田亜衣奈)
綾小路翔 vs マーティ・フリードマン
